Sp_ID,2MASS_ID,gaia,RA_1,DEC_1,,
Sp1320-3916,13201210-3916329,6138329227510027776,200.0507753,-39.2758605,,
Sp1320+4238,13203082+4238140,1525546995989465344,200.1286445,42.637218,,
Sp1320+0957,13204159+0957506,3732207661169873792,200.1733534,9.9640709,,
Sp1320+0409,13204427+0409045,3715937882671184128,200.1845224,4.1512759,,
Sp1321-0724,13212927-0724360,3631336299774144512,200.3719485,-7.4100361,,
Sp1323+3014,13235206+3014340,1462421490816513280,200.9665682,30.242721,,
Sp1325+0517,13251108+0517041,3716508254328262528,201.2962174,5.284531,,
Sp1326-3614,13261678-3614348,6166055474788409088,201.5701379,-36.2430308,,
Sp1327+0149,13273095+0149384,3711482627195848576,201.8789516,1.8273247,,
Sp1329-4147,13290099-4147133,6136908241874304640,202.2545387,-41.7870918,,
Sp1330-0453,13300232-0453202,3632151106610215296,202.5096494,-4.8890073,,
Sp1330+3526,13301784+3526440,1470418960441678080,202.5745741,35.4455658,,
Sp1330+1958,13303693+1958188,1441204932194846848,202.6539315,19.9718816,,
Sp1331+3407,13313310+3407583,1470080890679613696,202.8876204,34.1328379,,
Sp1331-6513,13313937-6513056,5864005027836957952,202.913938,-65.2182206,,
Sp1332+1542,13322349+1542190,3744966432753803776,203.0978618,15.7053098,,
Sp1332+0525,13325286+0525255,3717862474696681216,203.2203028,5.4237572,,
Sp1333-0216,13334540-0215599,3637567472687103616,203.4390891,-2.2666784,,
Sp1334-6257,13342803-6257356,5865271012355608704,203.6156668,-62.959875,,
Sp1336+3743,13364062+3743230,1475531925732254080,204.1689007,37.723041,,
Sp1336+4751,13365044+4751321,1552186307304378880,204.2105298,47.8589418,,
Sp1337+4938,13373116+4938367,1558581651047392512,204.3799667,49.6435198,,
Sp1338+4140,13382615+4140342,1500998715270526592,204.6086551,41.6759832,,
Sp1338-1838,13384147-1838531,6293503127445127168,204.6727055,-18.6480992,,
Sp1339-1755,13392651-1755053,6293616033542703104,204.8604872,-17.9182463,,
Sp1341+5510,13414890+5510458,1562271818226778624,205.4532801,55.179423,,
Sp1343-2950,13435062-2950513,6175390087989628416,205.9608221,-29.8475886,,
Sp1346-1624,13460014-1624370,6295409272582888960,206.5003476,-16.410404,,
Sp1346+5306,13464223+5306434,1560938110622485632,206.6755496,53.1120711,,
Sp1346-3149,13464607-3149258,6171593062022433920,206.6916007,-31.8237581,,
Sp1348-0304,13480100-0304328,3658091957458756864,207.0042071,-3.0759117,,
Sp1348-4227,13482456-4227441,6112093093362734336,207.1021073,-42.4622535,,
Sp1348+0353,13484591+0353545,3665777200138942336,207.1913096,3.898523,,
Sp1348-5423,13485844-5423193,6064998845687183232,207.2429635,-54.3886837,,
Sp1351-5036,13515187-5036568,6093403697794258688,207.9658537,-50.6158365,,
Sp1354+5044,13543964+5044510,1512371548152280960,208.6644377,50.74748,,
Sp1356-1812,13560943-1812592,6293977605365279232,209.0391746,-18.2164903,,
Sp1357-1438,13571497-1438529,6301981294100423040,209.3121341,-14.6479851,,
Sp1357-2134,13574816-2134442,6288041239007718400,209.4506171,-21.5790995,,
Sp1359-5636,13592210-5636318,5872178694156653440,209.8412063,-56.6088542,,
Sp1359-4034,13595510-4034582,6111126966247119232,209.9796774,-40.5829209,,
Sp1401+4211,14014059+4211078,1498830684500224000,210.4194235,42.1855097,,
Sp1402-0630,14021038-0630045,3643510371689816064,210.5433114,-6.5012002,,
Sp1403+3007,14032232+3007547,1454104436971779328,210.8423426,30.1318438,,
Sp1405+8350,14053729+8350248,1725759404752580736,211.3827787,83.8402074,,
Sp1406+3131,14060434+3131154,1454350761936211200,211.517961,31.5209816,,
Sp1406-6957,14061314-6957172,5846206202262355712,211.5535709,-69.9547972,,
Sp1407-4436,14073195-4436096,6097182474447385088,211.8828679,-44.6027043,,
Sp1408-5307,14083421-5307378,5896887400457626112,212.1428155,-53.1271994,,
Sp1409-3357,14090310-3357565,6123776156029125760,212.2630426,-33.9656927,,
Sp1410-5001,14102909-5001594,6090711887180678912,212.6207781,-50.0332638,,
Sp1410+4354,14103941+4354068,1504606109843465472,212.6639313,43.9018593,,
Sp1411+3936,14111735+3936363,1485548584035554816,212.8212641,39.6101098,,
Sp1412-0035,14121215-0035165,3659878388975309696,213.0505087,-0.5878719,,
Sp1412+2354,14122268+2354108,1254110521784729984,213.0944757,23.9029881,,
Sp1412+1633,14122449+1633115,1233008320961367296,213.1020488,16.5532614,,
Sp1413-0457,14135981-0457483,3644153375538653184,213.4991305,-4.9634851,,
Sp1415+4636,14152026+4636590,1506081993748884608,213.8342735,46.6164175,,
Sp1416+1348,14162408+1348263,1227133699053734528,214.1003234,13.8072712,,
Sp1418-3538,14182962-3538060,6119607155827787520,214.6231992,-35.634978,,
Sp1421-1618,14211873-1618201,6297076922485674240,215.3279083,-16.3056764,,
Sp1421-2935,14212740-2935483,6221035209409436544,215.3641908,-29.5968946,,
Sp1421+1827,14213145+1827407,1239625559894563968,215.3807256,18.4612496,,
Sp1423+5146,14230252+5146303,1604901876901703168,215.7616852,51.775145,,
Sp1423-0806,14231109-0806525,6329653390432226304,215.796127,-8.1146386,,
Sp1424-3514,14241870-3514325,6119528334597735296,216.0779308,-35.2424279,,
Sp1425+7422,14250982+7422029,1699999015544763008,216.2897558,74.3674944,,
Sp1425-3650,14252798-3650229,6118581861234228352,216.3662908,-36.839792,,
Sp1428+1356,14280419+1356137,1227705135863076864,217.0172682,13.9370335,,
Sp1428-0644,14283106-0644337,6331354197480725120,217.1294506,-6.7427117,,
Sp1428+5923,14283132+5923354,1611997094153823104,217.1296216,59.3931743,,
Sp1428+3310,14284323+3310391,1287312100751643776,217.1798228,33.1775683,,
Sp1430+5943,14303787+5943249,1618010323247026560,217.6540373,59.7235751,,
Sp1430-3114,14305669-3114367,6219675839377104128,217.735945,-31.2435184,,
Sp1431-2029,14313565-2029260,6283092508968850688,217.8984679,-20.4905265,,
Sp1433+2432,14330900+2432062,1255034459444168704,218.2874027,24.5350697,,
Sp1434-2335,14345819-2335572,6278314581192028928,218.7421821,-23.5993107,,
Sp1435-2333,14351087-2333025,6278316333538492416,218.7950551,-23.550711,,
Sp1436+2900,14360977+2900350,1281203935697174016,219.0406341,29.0097758,,
Sp1436-5721,14365227-5721334,5891504088488622208,219.2181878,-57.359289,,
Sp1438+6408,14380829+6408363,1668664785283445760,219.5380409,64.1434172,,
Sp1439+1839,14390030+1839385,1236134438678071168,219.7512833,18.6607511,,
Sp1443+0316,14432796+0316543,3655776282891553664,220.866562,3.2817697,,
Sp1444+3002,14441717+3002145,1282632682337912832,221.0715084,30.037284,,
Sp1445+6447,14455204+6447565,1668765601051605248,221.4667595,64.7990331,,
Sp1446-3952,14462298-3952315,6102215012181315712,221.5958653,-39.8754544,,
Sp1447-3158,14472425-3158091,6217317833616074496,221.8511913,-31.969206,,
Sp1447+5335,14472583+5335017,1606005198164602752,221.8577379,53.5837842,,
Sp1450+5112,14502053+5112305,1593484616879083008,222.5858218,51.2082822,,
Sp1450+3920,14505734+3920451,1488484486239825664,222.7388767,39.3458716,,
Sp1451-3732,14511421-3732559,6201617735278201856,222.8088693,-37.5489429,,
Sp1453+1420,14532582+1420410,1185329545411155200,223.3576716,14.3446868,,
Sp1453+3733,14534847+3733165,1295931997030930432,223.4518422,37.5546403,,
Sp1454-6604,14540797-6604476,5848753805085988352,223.5362613,-66.0798456,,
Sp1455+2619,14550283+2619202,1268904901707162496,223.7619885,26.3222121,,
Sp1456-2747,14560135-2747374,6225165597853415552,224.0055886,-27.7935329,,
Sp1456-2809,14563831-2809473,6224387727748521344,224.159151,-28.1635063,,
Sp1456-2631,14565698-2631295,6225946418615757696,224.2370679,-26.5249621,,
Sp1457+4517,14573965+4517167,1586649326754181376,224.4147284,45.287991,,
Sp1458+2839,14582453+2839580,1269789664970320512,224.6021446,28.666051,,
Sp1459+0604,14591936+0604535,1160010708906897152,224.8307106,6.0815366,,
Sp1500+1927,15003501+1927402,1212968725113381120,225.1458861,19.4611701,,
Sp1500+4219,15004572+4219448,1585284149919387264,225.1907147,42.3291491,,
Sp1501+2250,15010818+2250020,1262763648230973440,225.2840972,22.8339224,,
Sp1501-4003,15015633-4003372,6197193330555411072,225.4848433,-40.0603745,,
Sp1504-2355,15041621-2355564,6227871564690336512,226.0672697,-23.9323844,,
Sp1506+7029,15062483+7029219,1695191637175416576,226.6035497,70.4894053,,
Sp1507-1627,15074769-1627386,6306068659857135232,226.9486207,-16.461144,,
Sp1509-1932,15092456-1932058,6256820090941649920,227.3520854,-19.5349919,,
Sp1510-0241,15101685-0241078,6336552379219937920,227.5701578,-2.6855696,,
Sp1510+3619,15102960+3619480,1292050583544747264,227.6231628,36.3299193,,
Sp1512+3403,15124058+3403501,1290498996544435200,228.1694649,34.0639194,,
Sp1513-2243,15135914-2243508,6228195954979707776,228.4962579,-22.7310221,,
Sp1514+2341,15142053+2341051,1263521143023141248,228.585504,23.6846883,,
Sp1514-2254,15145021-2254346,6228177916116903808,228.7088798,-22.9097413,,
Sp1515-0030,15154719-0030594,4418691662982244864,228.9466457,-0.5165723,,
Sp1516-2315,15161217-2315498,6228107066335759744,229.0506278,-23.2639104,,
Sp1516+0942,15164002+0942112,1167422040047624192,229.1668329,9.7031024,,
Sp1517-5128,15173003-5128187,5889892371901470336,229.3752222,-51.4718898,,
Sp1519-3407,15192409-3407502,6206348792079095040,229.8504453,-34.1306103,,
Sp1521+5053,15210103+5053230,1595520568815311744,230.2545118,50.8896649,,
Sp1523-2347,15230657-2347526,6251104829501200128,230.7772582,-23.7979637,,
Sp1524+2925,15242475+2925318,1272178319624018816,231.1031275,29.4254282,,
Sp1524+6132,15245372+6132529,1616382187044841344,231.2228577,61.5480136,,
Sp1524+2812,15245787+2812375,1271864477773790848,231.2409801,28.2103717,,
Sp1525-5110,15251165-5110271,5889783146637607808,231.2982397,-51.1742412,,
Sp1526+2043,15261405+2043414,1213916950812872192,231.5583047,20.7278998,,
Sp1529-2907,15291401-2907361,6209827101411960320,232.3083038,-29.1271151,,
Sp1530-5342,15302112-5342348,5888509602928271488,232.588087,-53.7096814,,
Sp1531+1641,15311344+1641282,1207683608943523712,232.8060007,16.6912215,,
Sp1534-4914,15341114-4914004,5986422934440315648,233.5449218,-49.2334303,,
Sp1534+1219,15345325+1219495,1193465794018333824,233.7219527,12.3303904,,
Sp1534-1418,15345704-1418486,6265453524968112640,233.7370902,-14.3136812,,
Sp1536+2959,15365618+2959314,1273169013960202368,234.2342444,29.9920949,,
Sp1537-3954,15371278-3954097,6002992162332713856,234.3028559,-39.9027505,,
Sp1539-0520,15394189-0520428,4400638923299410048,234.9246935,-5.3452124,,
Sp1539+7437,15394442+7437273,1697766388465292800,234.9346278,74.6243025,,
Sp1540+4347,15402203+4347167,1397262748128248704,235.0910493,43.7880123,,
Sp1540-2613,15402966-2613422,6234648404610590208,235.122812,-26.2285975,,
Sp1544+3301,15445518+3301447,1370790111609798144,236.2300017,33.0291249,,
Sp1545+5214,15450477+5214109,1596590634148306944,236.2700945,52.2363614,,
Sp1545-6608,15452090-6608145,5825416498972480768,236.337546,-66.1373048,,
Sp1545-2255,15453949-2255179,6240176160661915008,236.4141949,-22.9217111,,
Sp1546-5534,15464185-5534468,5884382654716110848,236.6728709,-55.5798574,,
Sp1547-1317,15470855-1317183,6266980643532992384,236.7854503,-13.2884034,,
Sp1547-2423,15474719-2423493,6236753694496012544,236.9465629,-24.397103,,
Sp1548-1636,15485834-1636018,6260966349293260928,237.2429388,-16.6005762,,
Sp1549-3954,15493700-3954588,6008386881753303296,237.4041004,-39.9163043,,
Sp1551+6457,15510662+6457047,1641189157936120704,237.7761944,64.9513179,,
Sp1551+5442,15513273+5442010,1597533701590333440,237.8857117,54.7002978,,
Sp1553+1400,15531993+1400337,1192473897093821568,238.3326056,14.0094067,,
Sp1554+1639,15540031+1639502,1196423583379532032,238.5009733,16.6637555,,
Sp1555-0956,15551573-0956055,4346523537966269824,238.815798,-9.9350124,,
Sp1557+1752,15573279+1752387,1202578237154220288,239.3867217,17.8773751,,
Sp1557+5914,15575569+5914232,1626056858576035712,239.4808718,59.2397774,,
Sp1559-2254,15593777-2254136,6237185523394594816,239.9072801,-22.9038462,,
Sp1559-2226,15593799-2226128,6243406392685698688,239.9084421,-22.4370036,,
Sp1600-4543,16001853-4543248,5985229174021530624,240.0762279,-45.7237008,,
Sp1600-3205,16003857-3205247,6036456382825238272,240.1606861,-32.0902491,,
Sp1602-2803,16022904-2803335,6042757958837399808,240.6210218,-28.0594571,,
Sp1602-3455,16024307-3455513,6011095425583818752,240.6793111,-34.9309556,,
Sp1602+6242,16025628+6242173,1627957673662594176,240.7358948,62.7047112,,
Sp1604+0908,16043145+0908387,4454769083328936960,241.1310307,9.1441163,,
Sp1605+1931,16055741+1931115,1203226708493874432,241.4892321,19.5198554,,
Sp1607-0442,16073123-0442091,4404521333221783680,241.8801585,-4.7026741,,
Sp1607-1512,16073814-1512023,6250888706747904384,241.90888,-15.200747,,
Sp1608-0443,16080177-0443081,4356483979439228032,242.0074143,-4.7190084,,
Sp1608+1957,16082459+1957473,1204754033223498624,242.1026549,19.9631622,,
Sp1609+2457,16090417+2457113,1303076623589331968,242.2674233,24.953118,,
Sp1614-0251,16142520-0251009,4405150047715392128,243.604992,-2.8502104,,
Sp1615+0546,16154245+0546400,4438043930922131072,243.9269041,5.777796,,
Sp1615+3558,16154416+3559005,1329942262499164544,243.9339487,35.9832117,,
Sp1619+0050,16192830+0050118,4408577118080317056,244.8679468,0.8365735,,
Sp1620-0416,16202614-0416315,4356709207522366464,245.1090049,-4.2754657,,
Sp1621-3711,16210447-3711373,6021535941318934912,245.2685932,-37.1937561,,
Sp1621-0356,16212343-0356184,4356818643290742144,245.3476592,-3.9385063,,
Sp1621-7151,16215792-7151399,5806529569245000064,245.4901692,-71.8610471,,
Sp1622+4934,16225554+4934572,1423312343253959296,245.7316619,49.5826807,,
Sp1623-1758,16233307-1758456,4324600444333841280,245.8878661,-17.9794719,,
Sp1623-0508,16235981-0508066,4355669206962020096,245.9991729,-5.1353006,,
Sp1625-1742,16253861-1742058,4324623671517705600,246.4108548,-17.7016897,,
Sp1626-0639,16260134-0639257,4352067894065551744,246.5055711,-6.6572428,,
Sp1626+2113,16260302+2113132,1298201217231698048,246.5126168,21.2203569,,
Sp1626+2512,16263531+2512356,1302570367203956736,246.6472223,25.209851,,
Sp1627+8105,16272794+8105075,1710380123298255232,246.8605205,81.0855235,,
Sp1630-2120,16301775-2120012,6052334155364646528,247.5738792,-21.3336762,,
Sp1631+3227,16311229+3227112,1324598017513898752,247.8011424,32.4531442,,
Sp1632+3505,16325610+3505076,1327719286210329344,248.2339014,35.0854052,,
Sp1632-0631,16325882-0631481,4352307381441947392,248.2450704,-6.5301117,,
Sp1633-7553,16331306-7553232,5781043783061254272,248.3026482,-75.8896931,,
Sp1633-6808,16334976-6808488,5809399363316632064,248.4528664,-68.146726,,
Sp1633-6808,16334976-6808488,5809399363316630912,248.4557327,-68.1468704,,
Sp1637+0037,16374769+0037183,4383601165995574528,249.4487569,0.6217708,,
Sp1639-3444,16391688-3444528,6020852487465765248,249.8203535,-34.7480149,,
Sp1642-3654,16423658-3654538,6019305478910025472,250.6517759,-36.9143233,,
Sp1645+3004,16452207+3004071,1311454726097258368,251.3418988,30.0686275,,
Sp1645-1319,16452211-1319516,4327580052130121728,251.3420067,-13.3311841,,
Sp1646+5019,16461148+5019456,1412377317863375488,251.54762,50.3295419,,
Sp1646+3016,16462862+3016430,1311552518207086720,251.6193199,30.278571,,
Sp1648-0012,16482107-0012270,4382778181541021440,252.0877982,-0.2074816,,
Sp1648-2913,16482431-2913100,6031367499416648192,252.1012826,-29.2194511,,
Sp1649+2822,16490301+2822162,1308039230665162240,252.2623527,28.3711945,,
Sp1649+0444,16490419+0444571,4434578579508991360,252.2674772,4.7491734,,
Sp1650-6026,16505838-6026153,5914718073148075392,252.7434833,-60.4375982,,
Sp1653+6231,16532970+6231364,1630800834638974976,253.3739137,62.5267942,,
Sp1654+3747,16545081+3747141,1351358992366449152,253.711512,37.7873644,,
Sp1655-0823,16553529-0823401,4339417394313320192,253.8968627,-8.3946536,,
Sp1656-1422,16562618-1422545,4140281437496568576,254.1090698,-14.3818333,,
Sp1657-0940,16570580-0940074,4336167439803266688,254.2741937,-9.66875,,
Sp1657+1054,16573454+1054233,4447496977846072960,254.3939675,10.9065179,,
Sp1658+7027,16580380+7027015,1649407285800074240,254.5146463,70.4504732,,
Sp1658+5103,16584290+5103383,1412657697622625536,254.6778715,51.0605079,,
Sp1659+3515,16595093+3515083,1338857785678266880,254.9621443,35.2522786,,
Sp1700-2207,17002789-2207322,4126080699371400064,255.1161533,-22.1257086,,
Sp1701-2115,17010718-2115154,4127833836291916800,255.279865,-21.2543246,,
Sp1702-5542,17023460-5542482,5917512039595795968,255.6439608,-55.713528,,
Sp1705-0909,17054480-0909320,4336441463013267072,256.436632,-9.1589711,,
Sp1705-5441,17054744-5441513,5923656557253383936,256.4473438,-54.6975944,,
Sp1705-0516,17054834-0516462,4364462551205872000,256.4514637,-5.2795392,,
Sp1706-1314,17065487-1314396,4140696473069943424,256.7285904,-13.2444363,,
Sp1707+6439,17071830+6439331,1632113518378994304,256.8275887,64.6592186,,
Sp1707-0558,17072343-0558249,4364185165038935040,256.847629,-5.9736717,,
Sp1707+4301,17073334+4301304,1355138567881915392,256.8885719,43.0250716,,
Sp1708-4302,17082066-4302579,5965263692134717056,257.0861541,-43.0493946,,
Sp1709-7226,17094464-7226593,5804349993596182656,257.4372481,-72.4497915,,
Sp1711+4028,17114559+4028578,1341903196662424320,257.940437,40.4827372,,
Sp1712-0507,17125121-0507249,4364702279101281024,258.2133902,-5.1237316,,
Sp1713-3952,17134048-3952120,5972124644679705728,258.4188031,-39.8699651,,
Sp1713+1211,17134871+1211286,4540960383944257536,258.4529331,12.1912321,,
Sp1714+0648,17143213+0648183,4393807554480456448,258.6338302,6.8051281,,
Sp1714+3019,17145233+3019409,1333085869323204224,258.7180823,30.3280644,,
Sp1715-1515,17150994-1515307,4136445314452075776,258.7911991,-15.2586565,,
Sp1717-8449,17174009-8449509,5767514322541612672,259.4097815,-84.8308192,,
Sp1717+6112,17175971+6112099,1437716460972795392,259.4994196,61.2027786,,
Sp1718-4131,17185456-4131395,5959737748540750592,259.7269774,-41.5278015,,
Sp1719-4736,17191934-4736182,5950974851364748160,259.8308989,-47.6051271,,
Sp1720+4446,17203101+4446085,1361383484691177728,260.1289792,44.7690013,,
Sp1721-2149,17213220-2149396,4114845099305514496,260.3812222,-21.826337,,
Sp1723+3724,17231997+3724275,1337400112432654464,260.8332858,37.4075784,,
Sp1726-0415,17262168-0415357,4363458933311794816,261.5903479,-4.259914,,
Sp1726-2737,17264070-2737593,4059973524888355584,261.6690023,-27.6333108,,
Sp1727-0111,17275921-0111092,4373221192113292928,261.9967832,-1.1859669,,
Sp1728+0839,17281134+0839590,4490357663379552256,262.0472676,8.6664102,,
Sp1728+7518,17285995+7518436,1656001233124961152,262.2484881,75.3120819,,
Sp1729+6131,17290985+6131347,1439014228292204416,262.2897204,61.5262445,,
Sp1729+3805,17294957+3805495,1343301122619404160,262.4566565,38.0970813,,
Sp1731+1619,17310063+1619449,4549845743568317312,262.752667,16.3291222,,
Sp1731+2721,17312974+2721233,4595127343251508992,262.8738781,27.3564541,,
Sp1732+3004,17322813+3004540,4598974774954601216,263.1171945,30.0817531,,
Sp1733+2615,17330050+2615147,4594808965914061184,263.2520527,26.2540911,,
Sp1733+3144,17333281+3144571,4600837382010781696,263.3862452,31.7492635,,
Sp1733-1654,17334227-1654500,4124397553254685440,263.4261613,-16.9139216,,
Sp1734-2711,17342166-2711219,4061368702058503168,263.5908004,-27.1910076,,
Sp1734-1151,17343053-1151388,4162703606326651392,263.6272504,-11.8608431,,
Sp1735-2745,17350903-2745448,4061264935583100160,263.7877504,-27.7624617,,
Sp1735-4611,17355552-4611132,5949102000769521664,263.9814679,-46.1870338,,
Sp1737+4705,17373855+4705511,1363482108789712000,264.4107826,47.0973353,,
Sp1739+2454,17392515+2454421,4581695915363428736,264.8548478,24.9117727,,
Sp1739+5532,17395323+5532417,1421042126620559104,264.9717837,55.5449313,,
Sp1741+0940,17415439+0940537,4489306942580947584,265.4766729,9.6816515,,
Sp1743+8526,17430860+8526594,1724495516135399936,265.7802866,85.4498926,,
Sp1743+2127,17434148+2127069,4556014656644051456,265.9229196,21.4519867,,
Sp1743+1832,17435115+1832575,4552028750887460608,265.9631318,18.5492834,,
Sp1744-5834,17442494-5834151,5918136424731578240,266.1043283,-58.5708801,,
Sp1745-1640,17453466-1640538,4123874907297370240,266.3944653,-16.681656,,
Sp1746+3731,17460219+3731360,4609272869578837504,266.5091225,37.526535,,
Sp1746+5034,17461199+5034036,1367315968397315584,266.5505924,50.5676139,,
Sp1746+2903,17462953+2903386,4596327150956343680,266.6230056,29.060734,,
Sp1749+2241,17495948+2241069,4580216762992082048,267.4976275,22.6852268,,
Sp1750+4424,17501291+4424043,1349492949336359936,267.5537291,44.401179,,
Sp1751+3610,17515855+3610594,4608161125885674368,267.9935218,36.1830723,,
Sp1752-4446,17522852-4446505,5954761466289688320,268.1191328,-44.7815296,,
Sp1752-7642,17523051-7642279,5800843032535485312,268.1288583,-76.7076897,,
Sp1752-2949,17525549-2949410,4056402581708399360,268.2312473,-29.8281476,,
Sp1753-6559,17534518-6559559,5908794218026022144,268.4379459,-65.9987977,,
Sp1754+6408,17544049+6408086,1439919263800588928,268.6686448,64.1357113,,
Sp1755-0126,17552867-0125598,4178755415232881152,268.8694456,-1.4333452,,
Sp1756-2707,17560251-2707356,4063613694285106048,269.0111636,-27.1297615,,
Sp1756-2933,17561595-2933549,4056326303084635776,269.0665314,-29.565493,,
Sp1756-2042,17563573-2042395,4071058526222980096,269.1500792,-20.7082547,,
Sp1757-1253,17573276-1253503,4150469344775405184,269.386609,-12.89741,,
Sp1757+1142,17574204+1142473,4495872916780771200,269.4251469,11.7131102,,
Sp1758-2804,17582330-2804589,4062745664214264192,269.5971157,-28.083221,,
Sp1758-2904,17585465-2904522,4062347950343816576,269.7279607,-29.0810699,,
Sp1759+0235,17595639+0235262,4469266762617305088,269.9849866,2.5906673,,
Sp1800-1559,18000116-1559235,4145132555890838784,270.0048617,-15.989991,,
Sp1801+7442,18014549+7442294,2267517023167123712,270.4395207,74.7080948,,
Sp1802-1412,18020501-1412361,4147095940015176704,270.5208356,-14.2101853,,
Sp1803-3031,18030034-3031212,4050146841807761152,270.7515318,-30.5227085,,
Sp1803-1550,18033856-1550003,4145194197200758144,270.9106485,-15.833587,,
Sp1804-1616,18044086-1616385,4144383754057229696,271.1703121,-16.2774749,,
Sp1804-3200,18045835-3200211,4043052483364954112,271.2429062,-32.0059674,,
Sp1806+2923,18064570+2923591,4590356940256629120,271.6903745,29.3997565,,
Sp1807-0625,18070621-0625471,4171383636445972096,271.7759216,-6.4297854,,
Sp1807+5015,18071593+5015316,2123161836615550848,271.8164666,50.2587872,,
Sp1808+3523,18081400+3523103,4606224817186878848,272.0583086,35.3862138,,
Sp1809+2259,18091335+2259376,4578202973087023360,272.3056762,22.993793,,
Sp1809-2816,18092610-2816293,4050824660395776768,272.3575437,-28.2703347,,
Sp1812+0531,18120986+0531363,4471578760691485056,273.0410505,5.5267078,,
Sp1813-2542,18135679-2542077,4064752861379890944,273.4865244,-25.7021056,,
Sp1814-4522,18141878-4522026,6720229263835768832,273.5784285,-45.3674103,,
Sp1814-2025,18142928-2025279,4094032443707053568,273.6219441,-20.4246155,,
Sp1814-1536,18143959-1536199,4145765496561285120,273.6649143,-15.605679,,
Sp1815-2237,18154020-2237345,4090479921678998272,273.9212271,-22.6261675,,
Sp1817+1017,18170973+1017317,4482174616812464128,274.2905689,10.2921467,,
Sp1819+4101,18194663+4101569,2109889524381399040,274.9443767,41.0325213,,
Sp1819-5754,18195739-5754310,6647979736302964096,274.9891727,-57.9086361,,
Sp1821+1414,18212815+1414010,4485574134969389312,275.3673552,14.2335685,,
Sp1821-6101,18214624-6101545,6634463852178515456,275.4429536,-61.0317625,,
Sp1822+3921,18224712+3921504,2109407255391343488,275.6964017,39.3640158,,
Sp1822+4032,18225837+4032040,2109805965791669760,275.7431606,40.5344048,,
Sp1824-3503,18241164-3503180,4044274938335481472,276.0486839,-35.0550884,,
Sp1824-3519,18241642-3519222,6734417258848246400,276.0684606,-35.3228295,,
Sp1824+7316,18244404+7316063,2267065781019464192,276.1840761,73.268443,,
Sp1825+5122,18252047+5122169,2124214034882055424,276.3353941,51.371509,,
Sp1827-1251,18272880-1251344,4152906889008241152,276.8699342,-12.8595528,,
Sp1829-1439,18291894-1439014,4104121283206946688,277.3291078,-14.6505374,,
Sp1829+2600,18293277+2600424,4537192426318445312,277.3866346,26.0117825,,
Sp1829+0215,18293465+0215549,4276948538120524288,277.394382,2.265262,,
Sp1829+0757,18294744+0757320,4477628892158580736,277.4476345,7.9588491,,
Sp1831-6435,18315290-6435471,6437777371042569344,277.9702624,-64.5964136,,
Sp1833+2225,18333989+2225096,4535152454295543936,278.4162219,22.4193782,,
Sp1834-3353,18343191-3353365,6735003195456641024,278.6329996,-33.8934909,,
Sp1835+3259,18353790+3259545,2091177593123254016,278.9077745,32.998142,,
Sp1836-3507,18365842-3507176,6733860940302404864,279.2435253,-35.1215121,,
Sp1837-4755,18372578-4755279,6704941688521962496,279.3576162,-47.9244407,,
Sp1837+1558,18374321+1558110,4510049504324001152,279.4301037,15.969781,,
Sp1839+4424,18392735+4424484,2117179153330391040,279.8640333,44.4134278,,
Sp1839+2952,18393308+2952164,4587614930058979584,279.8878684,29.8712448,,
Sp1842-5114,18420549-5114383,6655006165359227264,280.5228283,-51.2439979,,
Sp1842-3905,18421930-3905574,6729658843064176000,280.580433,-39.0993143,,
Sp1842+6751,18422450+6751449,2258730658247255552,280.6034482,67.8624835,,
Sp1843+4040,18432213+4040209,2098514324976071424,280.8420245,40.6725942,,
Sp1843+2651,18432454+2651192,4537903393728410624,280.8523395,26.8553003,,
Sp1843-0255,18432619-0255210,4258673624065016576,280.857521,-2.9208544,,
Sp1843+1132,18433035+1132058,4504120628412422784,280.8764659,11.534956,,
Sp1845-6357,18450541-6357475,6439125097425259776,281.2860999,-63.9631851,,
Sp1845+3853,18451889+3853248,2098118397710725248,281.3289187,38.8901727,,
Sp1845+0711,18452147+0711584,4286113482922764288,281.3394946,7.1995968,,
Sp1847-3419,18474700-3419345,6735308241178655872,281.9459169,-34.3262553,,
Sp1849-2359,18495876-2359296,4075135240434830720,282.4950216,-23.9915953,,
Sp1851+5935,18510178+5935040,2156140966334260096,282.7575765,59.5844916,,
Sp1852+5257,18521683+5257195,2146205160793278976,283.0702572,52.9552602,,
Sp1853-4107,18535440-4107581,6716645027732064640,283.4767638,-41.1328407,,
Sp1854+8429,18544597+8429470,2302731288228467328,283.6946919,84.4963763,,
Sp1854-5704,18545092-5704417,6637017330494491648,283.7105093,-57.0782589,,
Sp1856-0822,18560903-0822382,4203875751318123904,284.037595,-8.3775007,,
Sp1856+6356,18562378+6356589,2253514575086001536,284.0996004,63.9496176,,
Sp1858-2420,18584726-2420474,4074475773958253696,284.6968523,-24.3466751,,
Sp1859-7435,18594091-7435350,6414193190226793088,284.9217642,-74.5930757,,
Sp1903+3521,19030657+3521185,2092602594550437632,285.7774555,35.3550837,,
Sp1903+3422,19031756+3422448,2044451578761513984,285.8233781,34.3791417,,
Sp1903+2437,19034940+2437441,4533661241650218880,285.9556706,24.6287687,,
Sp1905+1740,19050233+1740339,4514579354818664704,286.2597214,17.6759759,,
Sp1905-4644,19050344-4644408,6662824483302682752,286.2644788,-46.7447074,,
